Time (s)	ECG	reBAP	Markers
26.955	-3.5	95.5	
26.96	-3.5	94.5	
26.965	-2.5	93.5	
26.97	-2.5	92.8	
26.975	-3.5	92	
26.98	-3.75	91.3	
26.985	-2.75	90.5	
26.99	-3	89.8	
26.995	-3.75	89.3	
27	-3.75	88.5	
27.005	-3	88	
27.01	-3	87.3	
27.015	-4	87	
27.02	-4	86.3	
27.025	-3	86	
27.03	-3	85.5	
27.035	-4	85	
27.04	-4	84.3	
27.045	-3	84	
27.05	-3	83.3	
27.055	-4	82.5	
27.06	-4.25	82	
27.065	-3	81.8	
27.07	-3.25	81	
27.075	-4	80.8	
27.08	-4.25	80.8	
27.085	-3.25	80.8	
27.09	-3.5	80.5	
27.095	-4.5	80.5	
27.1	-4.5	80.5	
27.105	-3.5	80.8	
27.11	-3.5	81	
27.115	-4.5	81.3	
27.12	-4.5	81.3	
27.125	-3.75	81.8	
27.13	-3.75	82.3	
27.135	-4.5	82.5	
27.14	-4.75	83	
27.145	-3.75	83.3	
27.15	-4	83.8	
27.155	-4.5	84	
27.16	-4.5	84.5	
27.165	-3.5	85	
27.17	-3.5	85.5	
27.175	-4.5	85.8	
27.18	-4.75	86	
27.185	-3.5	86	
27.19	-3.5	86.3	
27.195	-4.5	86.5	
27.2	-4.75	86.5	
27.205	-3.5	86.5	
27.21	-3.5	86.5	
27.215	-4.5	86.5	
27.22	-4.5	86.3	
27.225	-3.5	86	
27.23	-3.5	86	
27.235	-4.5	85.8	
27.24	-4.5	85.3	
27.245	-3.5	85	
27.25	-3.25	84.8	
27.255	-4.5	84.3	
27.26	-4.5	84.3	
27.265	-3.75	83.8	
27.27	-4	83.5	
27.275	-4.75	83	
27.28	-4.75	82.5	
27.285	-3.75	82.3	
27.29	-4	81.8	
27.295	-4.75	81.5	
27.3	-4.75	81	
27.305	-4	80.8	
27.31	-4	80.3	
27.315	-5	80	
27.32	-5	79.8	
27.325	-4	79	
27.33	-4.25	78.8	
27.335	-5	78	
27.34	-4.75	77.8	
27.345	-3.5	77.5	
27.35	-3	77.3	
27.355	-2.75	77	
27.36	-1.25	76.5	
27.365	-0.25	76.5	
27.37	-1.25	76	
27.375	-3.25	75.8	
27.38	-4	75.5	
27.385	-2.75	75	
27.39	-2.25	75	
27.395	-5	74.5	
27.4	-7.25	74.5	
27.405	-7.75	74	
27.41	-8.75	73.8	
27.415	-9.75	73.8	
27.42	-9.75	73.5	
27.425	-8.5	73.5	
27.43	-7.5	73	
27.435	-7.75	73	
27.44	-7.75	73	
27.445	-7	72.5	
27.45	-7	72.5	
27.455	-7.5	72.3	
27.46	-7.5	72	
27.465	-6.75	71.8	
27.47	-6.5	71.5	
27.475	-6.75	71.5	
27.48	-6.75	71.3	
27.485	-6.25	71.3	
27.49	-6.5	71.3	
27.495	-9.5	71	
27.5	-12	70.8	
27.505	-13.5	70.5	
27.51	-15	70.5	
27.515	-10.25	70.3	
27.52	9.25	70.3	
27.525	40	70	
27.53	76.5	70	
27.535	83.5	70	
27.54	66.5	69.5	
27.545	48.75	69.5	
27.55	27.75	69.5	
27.555	6.75	69.3	
27.56	-6.75	69.3	
27.565	-11	69	
27.57	-11.5	68.8	
27.575	-12.75	68.8	
27.58	-12.5	68.5	
27.585	-9.5	68.3	
27.59	-8	68.3	
27.595	-7.75	68.3	
27.6	-7.5	68	
27.605	-6	67.8	
27.61	-6	67.8	
27.615	-6.25	67.5	
27.62	-6.25	67.5	
27.625	-5	67.3	
27.63	-4.75	67.3	
27.635	-5	67.3	
27.64	-5	67	
27.645	-4.25	67	
27.65	-4.25	66.5	
27.655	-4.5	66.5	
27.66	-4.5	66.3	
27.665	-3.75	66.3	
27.67	-3.5	66.3	
27.675	-3.75	66.3	
27.68	-3.75	66.3	
27.685	-3.25	66.3	
27.69	-3	66	
27.695	-3.25	65.8	
27.7	-3.25	65.8	
27.705	-2.5	65.5	
27.71	-2.25	65.5	
27.715	-2.5	65.3	
27.72	-2.5	65.3	
27.725	-1.25	65	
27.73	-1	65	
27.735	-1	65	
27.74	-0.75	65	
27.745	0.75	65	
27.75	1.75	64.5	
27.755	1.75	64.5	
27.76	2.5	64.3	
27.765	4.5	64	
27.77	5	63.8	
27.775	5.25	64	
27.78	6	63.5	
27.785	8	63.8	
27.79	8.75	63.5	
27.795	9	63.5	
27.8	9.5	63.3	
27.805	11	63.5	
27.81	11.25	64	
27.815	10.75	64.8	
27.82	10	66.3	
27.825	10	68.3	
27.83	8.75	70.8	
27.835	6.5	73.8	
27.84	5	77.3	
27.845	4.25	81.5	
27.85	2.75	85.8	
27.855	0.25	89.8	
27.86	-1.25	93.8	
27.865	-1.25	97.3	
27.87	-2	100	
27.875	-3.5	101.8	
27.88	-4.25	103.5	
27.885	-4	104.8	
27.89	-4	105.5	
27.895	-5.25	106.3	
27.9	-5.25	106.8	
27.905	-4.75	107.5	
27.91	-4.75	108.3	
27.915	-5.5	108.8	
27.92	-5.75	109	
27.925	-5	109.3	
27.93	-5	109.3	
27.935	-6	109	
27.94	-6	108.3	
27.945	-5	108	
27.95	-5.25	107.5	
27.955	-6	106.8	
27.96	-6.5	106	
27.965	-5.5	105	
27.97	-5.25	104.3	
27.975	-6	103.5	
27.98	-6	102.3	
27.985	-5	101.5	
27.99	-5.25	100.3	
27.995	-6.25	99.3	
28	-6.25	98.3	
28.005	-5.25	97.3	
28.01	-5.25	96.5	
28.015	-6	95.5	
28.02	-6	94.8	
28.025	-5	94	
28.03	-5.25	93	
28.035	-6.25	92.5	
28.04	-6.25	91.8	
28.045	-5	91	
28.05	-5.25	90.5	
28.055	-6.25	90.3	
28.06	-6.25	89.5	
28.065	-5.5	89	
28.07	-5.5	88.8	
28.075	-6.25	88.5	
28.08	-6.5	88	
28.085	-5.5	87.5	
28.09	-5.5	87.3	
28.095	-6.5	86.8	
28.1	-6.5	86	
28.105	-5.25	85.5	
28.11	-5.5	85	
28.115	-6.5	84.5	
28.12	-6.5	84	
28.125	-5.5	83.8	
28.13	-5.25	83.8	
28.135	-6.5	83.5	
28.14	-6.5	83.3	
28.145	-5.5	83.3	
28.15	-5.5	83	
28.155	-6.5	83	
28.16	-6.75	83.3	
28.165	-5.75	83.5	
28.17	-6	83.8	
28.175	-7	83.8	
28.18	-6.75	84	
28.185	-5.75	84.3	
28.19	-5.75	84.5	
28.195	-6.75	85	
28.2	-6.5	85.3	
28.205	-5.25	85.5	
28.21	-5.25	85.8	
28.215	-6.25	85.8	
28.22	-6.75	86	
28.225	-5.75	86.3	
28.23	-5.75	86.8	
28.235	-6.5	87	
28.24	-6.25	87	
28.245	-5.25	87	
28.25	-5.25	87.3	
28.255	-6	87.3	
28.26	-6.25	87	
28.265	-5.5	87	
28.27	-5.5	87	
28.275	-6.5	86.8	
28.28	-6.25	86.5	
28.285	-5.25	86.3	
28.29	-5.25	86	
28.295	-5.75	85.8	
28.3	-6	85.5	
28.305	-5	85.3	
28.31	-5.25	85	
28.315	-6.25	84.8	
28.32	-6.25	84.5	
28.325	-4.75	84	
28.33	-4.5	83.8	
28.335	-5.25	83.3	
28.34	-5.75	83	
28.345	-4.75	82.8	
28.35	-5	82.3	
28.355	-6	82	
28.36	-6	81.3	
28.365	-4.75	81	
28.37	-4.75	80.5	
28.375	-5.75	80	
28.38	-5.75	79.5	
28.385	-4.75	79.3	
28.39	-4.75	79	
28.395	-5.5	78.8	
28.4	-5.5	78.3	
28.405	-4.5	78	
28.41	-4.5	77.5	
28.415	-5	77.5	
28.42	-5.25	77	
28.425	-4.75	76.8	
28.43	-4.75	76.3	
28.435	-4.75	76	
28.44	-4.5	75.8	
28.445	-3	75.5	
28.45	-2.5	75	
28.455	-2.5	75	
28.46	-2.5	74.5	
28.465	-2.5	74.5	
28.47	-3.5	74.3	
28.475	-5.5	74	
28.48	-5.5	73.8	
28.485	-4.25	73.8	
28.49	-4.75	73.3	
28.495	-7.75	73.3	
28.5	-9.25	73	
28.505	-9.25	73	
28.51	-9.25	72.5	
28.515	-10	72.5	
28.52	-10	72.3	
28.525	-7.75	72	
28.53	-7.25	72	
28.535	-7.5	71.8	
28.54	-7.5	71.5	
28.545	-6.75	71.5	
28.55	-6.75	71.3	
28.555	-7.25	71	
28.56	-7.25	71	
28.565	-6.25	70.8	
28.57	-5.75	70.8	
28.575	-6	70.5	
28.58	-6.25	70.3	
28.585	-6.25	70.3	
28.59	-8.25	70	
28.595	-11.75	70	
28.6	-14.25	69.8	
28.605	-13.75	69.5	
28.61	-3	69	
28.615	19	69.3	
28.62	51.75	69	
28.625	83.25	68.8	
28.63	77.75	68.8	
28.635	59.5	68.8	
28.64	42.25	68.5	
28.645	23.25	68.5	
28.65	5.5	68.5	
28.655	-6.5	68	
28.66	-10.25	68	
28.665	-10.25	67.8	
28.67	-10.5	67.8	
28.675	-10.5	67.8	
28.68	-8.75	67.5	
28.685	-6	67.5	
28.69	-5.25	67	
28.695	-5.25	67	
28.7	-5.25	67	
28.705	-4.5	66.8	
28.71	-3.5	66.5	
28.715	-4.25	66.5	
28.72	-4.25	66.3	
28.725	-3.25	66.3	
28.73	-3.25	66	
28.735	-3.25	66	
28.74	-3.5	65.8	
28.745	-2.5	65.8	
28.75	-2.25	65.5	
28.755	-2.5	65.5	
28.76	-2.5	65.5	
28.765	-1.5	65.5	
28.77	-1.25	65.3	
28.775	-1.5	65	
28.78	-1.75	65	
28.785	-1	64.8	
28.79	-0.75	64.8	
28.795	-0.75	64.8	
28.8	-0.75	64.8	
28.805	0.25	64.5	
28.81	0.75	64.5	
28.815	0.5	64.5	
28.82	0.5	64.3	
28.825	1.75	64.3	
28.83	2.25	64.3	
28.835	2.25	64	
28.84	2.25	63.5	
28.845	4	63.8	
28.85	4.75	63.5	
28.855	4.75	63.3	
28.86	5.75	63.3	
28.865	7.5	63	
28.87	8.5	63	
28.875	8.5	62.8	
28.88	8.75	62.8	
28.885	10.5	62.5	
28.89	11.25	62.5	
28.895	11.25	62.5	
28.9	11.25	62.5	
28.905	12.5	62.8	
28.91	12.5	63.5	
28.915	11.5	65.3	
28.92	10.75	67.3	
28.925	10.5	69.5	
28.93	8.75	72.5	
28.935	6	76	
28.94	4.5	79.5	
28.945	4.5	83.8	
28.95	3.25	87.5	
28.955	1.25	91.3	
28.96	0	94.8	
28.965	0.25	97.8	
28.97	-0.5	99.8	
28.975	-1.75	101.8	
28.98	-2	102.8	
28.985	-1.25	103.8	
28.99	-1.75	104.5	
28.995	-2.5	105.3	
29	-2.75	106	
29.005	-2	106.8	
29.01	-2	107	
29.015	-2.75	107.5	
29.02	-3	107.8	
29.025	-2	107.8	
29.03	-2.25	107.3	
29.035	-3	106.8	
29.04	-3	106.5	
29.045	-2.25	106	
29.05	-2	105.3	
29.055	-3	104.5	
29.06	-3	103.8	
29.065	-2	102.8	
29.07	-2	101.8	
29.075	-3	100.8	
29.08	-3.25	99.8	
29.085	-2.25	98.8	
29.09	-2.25	97.8	
29.095	-3	96.8	
29.1	-2.75	95.8	
29.105	-1.75	94.8	
29.11	-1.75	93.8	
29.115	-2.5	92.8	
29.12	-3	92	
29.125	-2	91	
29.13	-2	90.3	
29.135	-2.75	89.5	
29.14	-2.75	88.8	
29.145	-1.75	88.3	
29.15	-1.75	87.8	
29.155	-2.75	87.3	
29.16	-2.75	86.8	
29.165	-1.75	86.3	
29.17	-1.75	85.8	
29.175	-2.5	85.3	
29.18	-2.5	84.8	
29.185	-1.5	84.3	
29.19	-1.75	83.8	
29.195	-2.75	83.3	
29.2	-2.75	82.8	
29.205	-1.75	82	
29.21	-1.75	81.8	
29.215	-2.5	81.3	
29.22	-2.75	81.3	
29.225	-1.75	81	
29.23	-2	80.8	
29.235	-2.75	80.8	
29.24	-3	80.5	
29.245	-2.25	80.5	
29.25	-2	80.8	
29.255	-2.75	81.3	
29.26	-2.75	81.3	
29.265	-1.75	81.5	
29.27	-1.75	82	
29.275	-2.5	82.3	
29.28	-2.75	82.5	
29.285	-2	83	
29.29	-2	83.3	
29.295	-2.75	83.5	
29.3	-2.75	83.8	
29.305	-1.75	84.3	
29.31	-1.5	84.8	
29.315	-2.25	85	
29.32	-2.5	85.3	
29.325	-1.75	85.5	
29.33	-1.25	85.8	
29.335	-2.25	85.8	
29.34	-2.5	86	
29.345	-1.25	86.3	
29.35	-1.5	86.3	
29.355	-2.25	86.3	
29.36	-2.25	86.3	
29.365	-1.25	86	
29.37	-1.5	86	
29.375	-2.25	85.8	
29.38	-2	85.3	
29.385	-1	85	
29.39	-1	84.8	
29.395	-1.75	84.8	
29.4	-1.75	84.3	
29.405	-0.75	84	
29.41	-0.75	83.5	
29.415	-1.25	83.5	
29.42	-1.25	83	
29.425	-1	82.5	
29.43	-1	82.3	
29.435	-1	81.8	
29.44	-1	81.5	
29.445	-0.5	81	
29.45	-0.5	80.8	
29.455	-1	80.5	
29.46	-1	79.8	
29.465	-0.25	79.5	
29.47	-0.25	79.3	
29.475	-0.75	78.8	
29.48	-0.75	78.3	
29.485	-0.25	78.3	
29.49	-0.25	77.8	
29.495	-0.5	77.3	
29.5	-0.5	77	
29.505	0.5	76.5	
29.51	1	76.3	
29.515	1.25	76	
29.52	2.5	75.8	
29.525	3.5	75.3	
29.53	2.75	75.3	
29.535	0.5	75	
29.54	-0.25	74.8	
29.545	0.75	74.8	
29.55	0.75	74.3	
29.555	-1.25	74	
29.56	-3.25	73.8	
29.565	-3.75	73.5	
29.57	-4.5	73.3	
29.575	-5.5	73.3	
29.58	-5.5	73	
29.585	-4	72.8	
29.59	-3.25	72.8	
29.595	-3.25	72.5	
29.6	-3.25	72.3	
29.605	-2.25	72	
29.61	-2.25	72	
29.615	-2.5	71.8	
29.62	-2.5	71.8	
29.625	-1.75	71.3	
29.63	-1.5	71.3	
29.635	-1.75	71.3	
29.64	-1.75	71	
29.645	-1	70.8	
29.65	-2	70.8	
29.655	-5.25	70.5	
29.66	-8.75	70.3	
29.665	-10.25	70.3	
29.67	-10	70	
29.675	0.5	70	
29.68	23.75	69.8	
29.685	58.5	69.5	
29.69	90.75	69.5	
29.695	84.25	69.5	
29.7	68	69.3	
29.705	52.25	69.3	
29.71	31.75	68.8	
29.715	12.75	68.8	
29.72	0.5	68.5	
29.725	-3.75	68.5	
29.73	-4.25	68.3	
29.735	-6	68.3	
29.74	-6	68.3	
29.745	-3.5	68	
29.75	-1.5	68	
29.755	-1.25	68	
29.76	-1	67.5	
29.765	0.25	67.5	
29.77	0.5	67.3	
29.775	0.25	67.3	
29.78	0.25	67	
29.785	1	67	
29.79	1.5	67	
29.795	1.25	66.8	
29.8	1.25	66.8	
29.805	2	66.5	
29.81	2.25	66.5	
29.815	1.75	66.3	
29.82	1.75	66.3	
29.825	2.5	66	
29.83	2.75	65.8	
29.835	2.75	65.8	
29.84	2.75	65.8	
29.845	3.5	65.8	
29.85	3.75	65.8	
29.855	3.75	65.8	
29.86	3.5	65.5	
29.865	4	65.3	
29.87	4	65.3	
29.875	4	65.3	
29.88	4	65	
29.885	4.75	65	
29.89	5	65	
29.895	5	64.8	
29.9	5	64.8	
29.905	7	64.8	
29.91	8	64.3	
29.915	7.75	64.5	
29.92	8.25	64.3	
29.925	10	63.8	
29.93	10.75	64	
29.935	10.75	63.8	
29.94	11.25	63.8	
29.945	12.75	63.5	
29.95	13.5	63.5	
29.955	13.25	63.3	
29.96	13.75	63.3	
29.965	15.25	63	
29.97	15.5	63.5	
29.975	14.5	64.3	
29.98	14	65	
29.985	14.25	66.8	
29.99	13.25	68.8	
29.995	11	71.5	
30	9.5	74.5	
30.005	9.5	78	
30.01	8.25	82	
30.015	6	85.8	
30.02	4.75	89.5	
30.025	4.75	93	
30.03	3.75	95.8	
30.035	2.25	98.3	
30.04	2	100.3	
30.045	2.25	101.8	
30.05	2	102.8	
30.055	1	103.5	
30.06	0.75	104.5	
30.065	1.5	105.3	
30.07	1.5	105.8	
30.075	0.5	106.3	
30.08	0.5	106.5	
30.085	1.5	106.8	
30.09	1.5	106.8	
30.095	0.5	106.8	
30.1	0.5	106.5	
30.105	1.25	106.3	
30.11	1.25	105.5	
30.115	0.25	105.3	
30.12	0.25	104.5	
30.125	1.25	103.8	
30.13	1.25	102.8	
30.135	0.25	102	
30.14	0	101.3	
30.145	1	100	
30.15	1	99	
30.155	0	98	
30.16	-0.25	96.8	
30.165	0.75	95.8	
30.17	1	94.8	
30.175	0	93.8	
30.18	-0.5	92.8	
30.185	0.5	92	
30.19	0.5	91	
30.195	-0.5	90.3	
30.2	-0.75	89.5	
30.205	0	88.8	
30.21	0	88	
30.215	-1	87.5	
30.22	-1.25	86.8	
30.225	0	86.5	
30.23	0	86	
30.235	-1	85.5	
30.24	-1.25	84.8	
30.245	-0.25	84.3	
30.25	0	83.8	
30.255	-1	83.3	
30.26	-1.25	82.8	
30.265	-0.25	82	
30.27	-0.5	81.5	
30.275	-1.5	81	
30.28	-1.5	80.5	
30.285	-0.75	80.3	
30.29	-0.5	80	
30.295	-1.25	79.8	
30.3	-1.5	80	
30.305	-0.5	80	
30.31	-0.5	80	
30.315	-1.5	80.3	
30.32	-1.75	80	
30.325	-0.75	80.3	
30.33	-0.75	80.8	
30.335	-1.5	81	
30.34	-1.75	81.3	
30.345	-0.5	81.8	
30.35	-1	82	
30.355	-1.75	82.5	
30.36	-1.75	82.8	
30.365	-0.75	83.3	
30.37	-0.75	83.5	
30.375	-1.75	84	
30.38	-1.75	84.5	
30.385	-0.75	84.8	
30.39	-0.75	85	
30.395	-1.75	85.3	
30.4	-1.5	85.5	
30.405	-0.75	85.5	
30.41	-0.75	85.5	
30.415	-1.25	85.5	
30.42	-1.25	85.5	
30.425	-1	85.8	
30.43	-1	85.5	
30.435	-1.5	85.5	
30.44	-1.5	85.3	
30.445	-1	85	
30.45	-1	84.8	
30.455	-1.5	84.5	
30.46	-1.75	84.5	
30.465	-1.25	84	
30.47	-1.25	83.5	
30.475	-1.5	83.3	
30.48	-1.75	83	
30.485	-1	82.8	
30.49	-1	82.3	
30.495	-1.25	81.8	
30.5	-1.75	81.5	
30.505	-1.25	81	
30.51	-1.25	80.8	
30.515	-1.75	80.3	
30.52	-1.75	80	
30.525	-1.5	79.5	
30.53	-1.5	79.3	
30.535	-1.75	78.8	
30.54	-2	78.3	
30.545	-1.5	77.8	
30.55	-1.5	77.5	
30.555	-2	77.3	
30.56	-2.25	76.8	
30.565	-1.75	76.5	
30.57	-1.5	76	
30.575	-1.5	76	
30.58	-1.5	75.5	
30.585	-0.5	75.3	
30.59	1	74.8	
30.595	1.5	74.5	
30.6	1.75	74.5	
30.605	1.75	74	
30.61	1	73.8	
30.615	-0.5	73.8	
30.62	-0.5	73.3	
30.625	-0.25	73	
30.63	-1.25	72.8	
30.635	-3.75	72.8	
30.64	-5.75	72.3	
30.645	-5.75	72.3	
30.65	-6	72.3	
30.655	-6.75	71.8	
30.66	-6.5	71.5	
30.665	-4.5	71.5	
30.67	-4.5	71.3	
30.675	-5	71.3	
30.68	-5.25	70.8	
30.685	-4.75	70.8	
30.69	-4.5	70.5	
30.695	-4.75	70.5	
30.7	-4.75	70.3	
30.705	-4	70.3	
30.71	-4	69.8	
30.715	-4	69.8	
30.72	-4.25	69.5	
30.725	-4.25	69.5	
30.73	-5.25	69.3	
30.735	-8.5	69.3	
30.74	-11	69.3	
30.745	-11.75	68.8	
30.75	-7.25	68.8	
30.755	9.75	68.5	
30.76	38.25	68.3	
30.765	76.25	68	
30.77	89.75	68	
30.775	73.25	68	
30.78	54.25	68	
30.785	34	67.8	
30.79	13	67.5	
30.795	-2.25	67.3	
30.8	-8.75	67	
30.805	-8.5	67	
30.81	-9	67	
30.815	-9	67	
30.82	-8	66.8	
30.825	-4.75	66.8	
30.83	-3.75	66.5	
30.835	-3.75	66.3	
30.84	-3.75	66.3	
30.845	-2.75	66.3	
30.85	-2.75	66	
30.855	-2.75	66	
30.86	-2.75	65.8	
30.865	-2.25	65.5	
30.87	-2	65.5	
30.875	-2.25	65.3	
30.88	-2.25	65.3	
30.885	-1.5	64.8	
30.89	-1.25	65	
30.895	-1.5	64.8	
30.9	-1.5	64.5	
30.905	-0.25	64.5	
30.91	0	64.5	
30.915	-0.75	64.5	
30.92	-0.75	64.5	
30.925	0.5	64.3	
30.93	0.5	64	
30.935	-0.25	64	
30.94	0.25	64	
30.945	1.5	63.8	
30.95	1.75	63.8	
30.955	1	63.5	
30.96	1.25	63.5	
30.965	2.5	63.5	
30.97	3.25	63.5	
30.975	3	63.3	
30.98	3.5	63.3	
30.985	5.25	62.8	
30.99	6	63	
30.995	6	62.8	
31	6.75	62.8	
31.005	8.75	62.3	
31.01	9.5	62.3	
31.015	9.5	62.3	
31.02	10.25	62	
31.025	12	61.8	
31.03	13	61.8	
31.035	12.75	61.8	
31.04	13	62	
31.045	14.25	62.3	
31.05	14.25	62.8	
31.055	12.75	64	
31.06	12	65.5	
31.065	11.75	67.8	
31.07	10.25	70.3	
31.075	8	73.8	
31.08	6.5	77.3	
31.085	5.75	81	
31.09	4.5	85	
31.095	2	89	
31.1	0.75	92.8	
31.105	0.75	95.5	
31.11	0	98	
31.115	-1.5	99.8	
31.12	-2	101.3	
31.125	-1.5	102.3	
31.13	-1.75	103.3	
31.135	-2.75	103.8	
31.14	-3	104.8	
31.145	-2	105.5	
31.15	-2	105.8	
31.155	-3	106.5	
31.16	-3.25	106.8	
31.165	-2.25	106.8	
31.17	-2.25	106.8	
31.175	-3	106.5	
31.18	-3.25	106	
31.185	-2.5	105.5	
31.19	-2.25	105	
31.195	-3.25	104.3	
31.2	-3.25	103.8	
31.205	-2.5	102.8	
31.21	-2.25	102	
31.215	-3.5	101	
31.22	-3.5	100.3	
31.225	-2.5	99	
31.23	-2.5	98	
31.235	-3.25	97.3	
31.24	-3.5	96.3	
31.245	-2.25	95.3	
31.25	-2.25	94.5	
31.255	-3.25	93.3	
31.26	-3.25	92.5	
31.265	-2.5	92	
31.27	-2.25	91	
31.275	-3.5	90.3	
31.28	-3.5	89.8	
31.285	-2.5	89	
31.29	-2.75	88.5	
31.295	-3.5	87.8	
31.3	-3.75	87.5	
31.305	-2.75	87.3	
31.31	-2.75	86.8	
31.315	-3.5	86.3	
31.32	-3.75	85.8	
31.325	-3	85.3	
31.33	-3	85	
31.335	-3.75	84.5	
31.34	-3.75	83.8	
31.345	-2.75	83.3	
31.35	-2.75	82.8	
31.355	-3.75	82.3	
31.36	-4	82	
31.365	-3.25	81.8	
31.37	-3.25	81.5	
31.375	-4	81.5	
31.38	-4.25	81.3	
31.385	-3.25	81.3	
31.39	-3	81	
31.395	-4	81	
31.4	-4	81.3	
31.405	-3	81.3	
31.41	-3	81.5	
31.415	-3.5	81.8	
31.42	-3.5	82	
31.425	-3.25	82.3	
31.43	-3.25	82.5	
31.435	-4	82.8	
31.44	-4.25	83.3	
31.445	-3.5	83.5	
31.45	-3.5	83.8	
31.455	-3.75	84.3	
31.46	-4	84.5	
31.465	-3.5	84.8	
31.47	-3.5	85	
31.475	-3.5	85.3	
31.48	-3.75	85.3	
31.485	-3.25	85.5	
31.49	-3.25	85.3	
31.495	-3.75	85.5	
31.5	-4	85.5	
31.505	-3.5	85.3	
31.51	-3.5	85.3	
31.515	-3.75	85	
31.52	-4	85	
31.525	-3.75	85	
31.53	-3.5	84.8	
31.535	-3.75	84.5	
31.54	-4	84.3	
31.545	-3.5	84	
31.55	-3.5	83.5	
31.555	-3.75	83.5	
31.56	-3.75	83	
31.565	-3.5	82.8	
31.57	-3.5	82.5	
31.575	-4	82	
31.58	-4.25	81.8	
31.585	-3.75	81.3	
31.59	-3.75	81	
31.595	-4.25	80.8	
31.6	-4.5	80	
31.605	-3.75	79.8	
31.61	-3.5	79.5	
31.615	-4	79	
31.62	-4.25	78.5	
31.625	-3.75	78.3	
31.63	-3.75	78	
31.635	-4.25	77.5	
31.64	-4.5	77	
31.645	-3.75	76.8	
31.65	-3.5	76.5	
31.655	-3.5	76	
31.66	-3.5	75.8	
31.665	-2.75	75.5	
31.67	-2.25	75	
31.675	-1.5	75	
31.68	-1.25	74.8	
31.685	-1.25	74.3	
31.69	-1.5	74.3	
31.695	-3.5	73.8	
31.7	-3.5	73.8	
31.705	-2.5	73.3	
31.71	-3	73	
31.715	-5.75	72.8	
31.72	-8	72.8	
31.725	-8.25	72.3	
31.73	-8.75	72	
31.735	-9.75	72	
31.74	-9.75	71.8	
31.745	-7.5	71.5	
31.75	-7	71.5	
31.755	-7.5	71.3	
31.76	-7.5	71	
31.765	-6.5	70.8	
31.77	-6.5	70.8	
31.775	-6.75	70.5	
31.78	-6.75	70.3	
31.785	-6	70	
31.79	-6	69.8	
31.795	-6.25	69.8	
31.8	-6.25	69.5	
31.805	-6.25	69.5	
31.81	-7.5	69.3	
31.815	-11	69.3	
31.82	-13.75	69	
31.825	-14.5	68.8	
31.83	-10	68.5	
31.835	7	68.3	
31.84	35.25	68.3	
31.845	72.75	68.3	
31.85	84.25	68.3	
31.855	68.25	68.3	
31.86	51	68	
31.865	32.75	67.5	
31.87	12.5	67.5	
31.875	-2.5	67.3	
31.88	-9.5	67.3	
31.885	-9.5	67	
31.89	-9.75	67	
31.895	-10.5	67	
31.9	-9.25	66.8	
31.905	-6.5	66.5	
31.91	-5.25	66.5	
31.915	-5.5	66.3	
31.92	-5.25	66	
31.925	-4	66	
31.93	-3.5	66	
31.935	-4.25	66	
31.94	-4	65.8	
31.945	-2.5	65.8	
31.95	-2.5	65.3	
31.955	-3.25	65.3	
31.96	-3.5	65.3	
31.965	-2.5	65	
31.97	-2.25	65	
31.975	-3	64.8	
31.98	-2.75	64.8	
31.985	-1.5	64.8	
31.99	-1.25	64.8	
31.995	-2	64.5	
32	-2.25	64.5	
32.005	-1	64.3	
32.01	-0.75	64	
32.015	-1.25	64	
32.02	-1	64	
32.025	0	64	
32.03	0.5	63.8	
32.035	0	63.8	
32.04	0	63.8	
32.045	1.25	63.8	
32.05	1.75	63.5	
32.055	1.75	63.5	
32.06	2	63.3	
32.065	3.75	63.3	
32.07	4.5	63	
32.075	4.75	63	
32.08	5.5	62.8	
32.085	7.5	62.8	
32.09	8.5	62.5	
32.095	8.75	62.5	
32.1	9.25	62.3	
32.105	11	62.3	
32.11	12	62	
32.115	11.75	62	
32.12	12	62	
32.125	13.25	62	
32.13	13.5	62.5	
32.135	12	63.3	
32.14	11.25	64.5	
32.145	11.25	66.3	
32.15	10.25	68.8	
32.155	8	71.5	
32.16	6.5	75	
32.165	6	78.8	
32.17	4.25	82.5	
32.175	2.25	86.3	
32.18	1.25	89.8	
32.185	1	93	
32.19	0.25	95.5	
32.195	-1.25	97.5	
32.2	-2.25	99.3	
32.205	-1.5	100.3	
32.21	-1.75	101.3	
32.215	-2.75	102	
32.22	-2.75	102.8	
32.225	-1.75	103.3	
32.23	-1.75	104	
32.235	-2.75	104.5	
32.24	-3	104.8	
32.245	-1.75	105	
32.25	-1.75	105	
32.255	-2.75	104.8	
32.26	-3	104.8	
32.265	-2.25	104.3	
32.27	-2	103.8	
32.275	-3	103.3	
32.28	-3	102.5	
32.285	-2	101.8	
32.29	-2	100.8	
32.295	-2.75	100	
32.3	-2.75	99.3	
32.305	-1.75	98	
32.31	-1.75	97	
32.315	-2.75	96	
32.32	-2.75	95.3	
32.325	-1.5	94.3	
32.33	-1.75	93.3	
32.335	-2.25	92.5	
32.34	-2.5	91.3	
32.345	-1.5	90.5	
32.35	-1.5	90	
32.355	-2.5	89	
32.36	-2.75	88.5	
32.365	-2	88	
32.37	-1.75	87.3	
32.375	-2.25	86.8	
32.38	-2.5	86.3	
32.385	-1.5	85.8	
32.39	-1.5	85	
32.395	-2.5	84.5	
32.4	-3	84.3	
32.405	-1.75	83.5	
32.41	-1.25	83	
32.415	-2.25	82.3	
